index,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
3720,The Sting,1973,8.3,251206,Comedy; Crime; Drama,129,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
3721,Psycho Goreman,2020,6.3,9898,Comedy; Horror; Sci-Fi,95,Film,Not Rated,-,None,Severe,Moderate,None,Mild
3722,Hitch,2005,6.6,305136,Comedy; Romance,118,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
3723,Feel Good,2005,7.5,8946,Comedy; Drama; Romance,30,Series,TV-MA,12,Moderate,None,Moderate,Moderate,None
3724,Splice,2009,5.7,95690,Drama; Horror; Sci-Fi,104,Film,R,-,Severe,Moderate,Severe,Mild,Moderate
3725,S.W.A.T.,2003,6.0,143105,Action; Adventure; Crime,117,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3726,One Day at a Time,2003,8.2,14694,Comedy; Drama,30,Series,TV-PG,46,Mild,None,Mild,Mild,None
3727,Lifeforce,1985,6.2,24336,Action; Horror; Mystery,101,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
3728,The Last Witch Hunter,2015,6.0,100005,Action; Adventure; Fantasy,106,Film,PG-13,-,None,Moderate,None,Mild,Moderate
3729,Dive Club,2015,6.2,570,Adventure; Drama; Family,27,Series,TV-PG,12,No Rate,No Rate,No Rate,No Rate,No Rate
3730,The Ruins,2008,5.9,73267,Adventure; Fantasy; Horror,90,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
3731,Toy Story 2,1999,7.9,549686,Animation; Adventure; Comedy,92,Film,G,-,None,Mild,None,None,Mild
3732,Ben-Hur,1959,8.1,229116,Adventure; Drama; History,212,Film,G,-,None,Moderate,None,None,Moderate
3733,Swim,2021,3.2,195,Action; Horror,86,Film,Approved,-,No Rate,No Rate,No Rate,No Rate,No Rate
3734,Dead Ringers,1988,7.3,44214,Drama; Horror; Thriller,116,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
3735,Ocean's Thirteen,2007,6.9,332952,Crime; Thriller,122,Film,PG-13,-,Mild,None,Mild,Mild,None
3736,Baegabondeu,2019,8.2,6001,Action; Mystery; Thriller,60,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
3737,The Bodyguard,1992,6.3,127301,Action; Drama; Music,129,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
3738,Relic,2020,6.0,23329,Drama; Horror; Mystery,89,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
3739,Cold Pursuit,2019,6.2,62922,Action; Comedy; Crime,119,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
